Crash ID,State,Month,Year,Dayweek,Time,Crash_Type,Number_of_Fatalities,Bus_Involvement,Rigid_Truck_Involvement,Articulated_Truck_Involvement ,Speed_Limit,National_Remoteness_Region,SA4_Name_2016,LGA_Name_2017,National_Road_Type,Christmas_Period,Easter_Period
20173173,QLD,July,2017,Wednesday,04:00,Single vehicle,3,No,No,No,100,Very Remote Australia,Queensland - Outback,Burke (S),Sub-Arterial Road,No,No
20173176,QLD,July,2017,Thursday,13:00,Multiple vehicle,1,No,No,No,60,Major Cities of Australia,Brisbane - West,Brisbane (C),Sub-Arterial Road,No,No
20173181,QLD,July,2017,Monday,11:00,Single vehicle,1,No,No,No,40,Inner Regional Australia,Gold Coast,Scenic Rim (R),Sub-Arterial Road,No,No
20173187,QLD,July,2017,Tuesday,11:00,Single vehicle,1,No,No,No,80,Inner Regional Australia,Ipswich,Somerset (R),Sub-Arterial Road,No,No
20173192,QLD,July,2017,Sunday,04:00,Single vehicle,1,No,No,No,110,Remote Australia,Central Queensland,Livingstone (S),National Or State Highway,No,No
20173208,QLD,July,2017,Saturday,10:00,Single vehicle,2,No,No,No,60,Outer Regional Australia,Cairns,Mareeba (S),Local Road,No,No
20173213,QLD,July,2017,Sunday,09:00,Multiple vehicle,1,No,No,No,60,Inner Regional Australia,Sunshine Coast,Sunshine Coast (R),Sub-Arterial Road,No,No
20173009,QLD,June,2017,Wednesday,20:00,Pedestrian,1,No,No,No,60,Inner Regional Australia,Mackay - Isaac - Whitsunday,Mackay (R),Local Road,No,No
20173012,QLD,June,2017,Monday,19:00,Pedestrian,1,No,No,No,100,Outer Regional Australia,Townsville,Burdekin (S),National Or State Highway,No,No
20173022,QLD,June,2017,Wednesday,07:00,Pedestrian,1,No,No,No,60,Major Cities of Australia,Brisbane - South,Brisbane (C),Local Road,No,No
20173025,QLD,June,2017,Saturday,15:00,Multiple vehicle,1,No,No,No,100,Outer Regional Australia,Townsville,Townsville (C),National Or State Highway,No,No
20173044,QLD,June,2017,Thursday,00:00,Single vehicle,1,No,No,No,80,Major Cities of Australia,Moreton Bay - North,Moreton Bay (R),Local Road,No,No
20173057,QLD,June,2017,Monday,14:00,Single vehicle,1,No,No,No,80,Remote Australia,Cairns,Douglas (S),Collector Road,No,No
20173085,QLD,June,2017,Wednesday,10:00,Pedestrian,1,Yes,Yes,No,50,Major Cities of Australia,Brisbane Inner City,Brisbane (C),Local Road,No,No
20173104,QLD,June,2017,Saturday,23:00,Multiple vehicle,1,No,No,Yes,100,Outer Regional Australia,Wide Bay,North Burnett (R),National Or State Highway,No,No
20173113,QLD,June,2017,Saturday,18:00,Multiple vehicle,1,No,No,No,70,Major Cities of Australia,Brisbane - East,Redland (C),Collector Road,No,No
20173124,QLD,June,2017,Tuesday,23:00,Single vehicle,1,No,No,No,60,Major Cities of Australia,Moreton Bay - South,Moreton Bay (R),Local Road,No,No
20173135,QLD,June,2017,Saturday,07:00,Multiple vehicle,1,No,No,No,50,Inner Regional Australia,Wide Bay,Bundaberg (R),Local Road,No,No
20173140,QLD,June,2017,Saturday,12:00,Single vehicle,1,No,No,No,100,Inner Regional Australia,Central Queensland,Gladstone (R),National Or State Highway,No,No
20173144,QLD,June,2017,Friday,00:00,Single vehicle,2,No,No,No,60,Outer Regional Australia,Townsville,Townsville (C),Collector Road,No,No
20173147,QLD,June,2017,Monday,19:00,Pedestrian,1,Yes,No,No,50,Major Cities of Australia,Ipswich,Brisbane (C),Local Road,No,No
20173163,QLD,June,2017,Thursday,20:00,Single vehicle,1,No,No,No,80,Inner Regional Australia,Sunshine Coast,Sunshine Coast (R),Local Road,No,No
20173166,QLD,June,2017,Wednesday,17:00,Single vehicle,1,No,No,No,80,Inner Regional Australia,Wide Bay,Gympie (R),Local Road,No,No
20173168,QLD,June,2017,Friday,17:00,Pedestrian,1,No,No,No,60,Major Cities of Australia,Moreton Bay - North,Moreton Bay (R),Sub-Arterial Road,No,No
20173172,QLD,June,2017,Friday,06:00,Multiple vehicle,1,No,Yes,No,80,Major Cities of Australia,Ipswich,Ipswich (C),National Or State Highway,No,No
20173194,QLD,June,2017,Thursday,17:00,Multiple vehicle,1,No,No,No,-9,Inner Regional Australia,Central Queensland,Livingstone (S),Local Road,No,No
20173204,QLD,June,2017,Tuesday,16:00,Multiple vehicle,1,No,No,No,60,Remote Australia,Cairns,Douglas (S),Collector Road,No,No
20173205,QLD,June,2017,Monday,16:00,Multiple vehicle,1,No,Yes,No,80,Major Cities of Australia,Logan - Beaudesert,Logan (C),Sub-Arterial Road,No,No
20173207,QLD,June,2017,Friday,11:00,Pedestrian,1,No,No,No,50,Major Cities of Australia,Gold Coast,Gold Coast (C),Local Road,No,No
20173209,QLD,June,2017,Sunday,01:00,Single vehicle,1,No,No,No,100,Major Cities of Australia,Brisbane - South,Brisbane (C),National Or State Highway,No,No
20173212,QLD,June,2017,Saturday,02:00,Multiple vehicle,3,Yes,No,Yes,100,Outer Regional Australia,Cairns,Cassowary Coast (R),National Or State Highway,No,No
20173010,QLD,May,2017,Sunday,14:00,Multiple vehicle,2,No,No,No,80,Outer Regional Australia,Cairns,Douglas (S),National Or State Highway,No,No
20173018,QLD,May,2017,Tuesday,08:00,Multiple vehicle,1,No,Yes,No,40,Inner Regional Australia,Logan - Beaudesert,Logan (C),National Or State Highway,No,No
20173035,QLD,May,2017,Sunday,17:00,Multiple vehicle,1,No,No,No,100,Inner Regional Australia,Mackay - Isaac - Whitsunday,Mackay (R),Collector Road,No,No
20173040,QLD,May,2017,Thursday,18:00,Multiple vehicle,1,No,No,No,100,Outer Regional Australia,Queensland - Outback,Mareeba (S),Sub-Arterial Road,No,No
20173042,QLD,May,2017,Tuesday,11:00,Multiple vehicle,1,No,No,No,80,Major Cities of Australia,Logan - Beaudesert,Logan (C),Sub-Arterial Road,No,No
20173049,QLD,May,2017,Saturday,03:00,Single vehicle,1,No,No,No,100,Major Cities of Australia,Sunshine Coast,Sunshine Coast (R),National Or State Highway,No,No
20173058,QLD,May,2017,Tuesday,09:00,Multiple vehicle,1,No,No,No,50,Outer Regional Australia,Cairns,Tablelands (R),Local Road,No,No
20173067,QLD,May,2017,Saturday,08:00,Multiple vehicle,1,No,No,No,100,Outer Regional Australia,Wide Bay,Bundaberg (R),National Or State Highway,No,No
20173088,QLD,May,2017,Monday,17:00,Pedestrian,1,No,No,No,70,Major Cities of Australia,Logan - Beaudesert,Logan (C),Sub-Arterial Road,No,No
20173105,QLD,May,2017,Friday,21:00,Pedestrian,1,No,No,No,80,Inner Regional Australia,Sunshine Coast,Sunshine Coast (R),Local Road,No,No
20173109,QLD,May,2017,Thursday,10:00,Multiple vehicle,1,No,No,No,60,Inner Regional Australia,Central Queensland,Rockhampton (R),Local Road,No,No
20173114,QLD,May,2017,Thursday,06:00,Single vehicle,1,No,Yes,No,100,Remote Australia,Darling Downs - Maranoa,Maranoa (R),Collector Road,No,No
20173130,QLD,May,2017,Wednesday,16:00,Multiple vehicle,1,No,No,No,50,Outer Regional Australia,Townsville,Townsville (C),Local Road,No,No
20173134,QLD,May,2017,Friday,19:00,Pedestrian,1,No,No,No,60,Major Cities of Australia,Brisbane - West,Brisbane (C),Collector Road,No,No
20173151,QLD,May,2017,Wednesday,17:00,Multiple vehicle,1,No,No,No,70,Major Cities of Australia,Logan - Beaudesert,Logan (C),Sub-Arterial Road,No,No
20173153,QLD,May,2017,Tuesday,16:00,Single vehicle,1,No,No,No,100,Inner Regional Australia,Central Queensland,Livingstone (S),Sub-Arterial Road,No,No
20173154,QLD,May,2017,Saturday,22:00,Single vehicle,1,No,No,No,80,Major Cities of Australia,Sunshine Coast,Sunshine Coast (R),Sub-Arterial Road,No,No
20173156,QLD,May,2017,Saturday,01:00,Pedestrian,1,No,No,No,80,Major Cities of Australia,Moreton Bay - North,Moreton Bay (R),Sub-Arterial Road,No,No
20173170,QLD,May,2017,Monday,10:00,Multiple vehicle,1,No,No,No,100,Inner Regional Australia,Wide Bay,Fraser Coast (R),Local Road,No,No
20173183,QLD,May,2017,Thursday,02:00,Multiple vehicle,1,No,No,Yes,100,Inner Regional Australia,Ipswich,Somerset (R),National Or State Highway,No,No
20173215,QLD,May,2017,Thursday,11:00,Single vehicle,1,No,Yes,No,100,Outer Regional Australia,Mackay - Isaac - Whitsunday,Isaac (R),National Or State Highway,No,No
20173218,QLD,May,2017,Tuesday,13:00,Pedestrian,1,No,No,No,60,Major Cities of Australia,Gold Coast,Gold Coast (C),Sub-Arterial Road,No,No
20173219,QLD,May,2017,Saturday,16:00,Multiple vehicle,1,No,No,No,80,Inner Regional Australia,Wide Bay,Bundaberg (R),Sub-Arterial Road,No,No
20173017,QLD,April,2017,Sunday,11:00,Multiple vehicle,1,No,No,No,60,Inner Regional Australia,Toowoomba,Toowoomba (R),Sub-Arterial Road,No,No
20173021,QLD,April,2017,Monday,12:00,Single vehicle,1,No,No,No,100,Outer Regional Australia,Mackay - Isaac - Whitsunday,Mackay (R),Local Road,No,No
20173062,QLD,April,2017,Tuesday,22:00,Single vehicle,1,No,No,No,80,Remote Australia,Cairns,Douglas (S),Collector Road,No,No
20173086,QLD,April,2017,Friday,02:00,Single vehicle,1,No,No,No,50,Outer Regional Australia,Wide Bay,South Burnett (R),Local Road,No,No
20173115,QLD,April,2017,Tuesday,05:00,Multiple vehicle,1,No,No,No,60,Major Cities of Australia,Brisbane Inner City,Brisbane (C),Sub-Arterial Road,No,No
20173122,QLD,April,2017,Friday,11:00,Multiple vehicle,1,No,No,No,100,Outer Regional Australia,Cairns,Mareeba (S),National Or State Highway,No,No
20173132,QLD,April,2017,Sunday,11:00,Multiple vehicle,1,No,No,No,60,Inner Regional Australia,Ipswich,Somerset (R),Sub-Arterial Road,No,No
20173138,QLD,April,2017,Saturday,23:00,Single vehicle,1,No,No,No,80,Major Cities of Australia,Sunshine Coast,Sunshine Coast (R),Local Road,No,No
20173199,QLD,April,2017,Wednesday,13:00,Multiple vehicle,1,No,No,No,100,Outer Regional Australia,Darling Downs - Maranoa,Western Downs (R),National Or State Highway,No,No
20173216,QLD,April,2017,Saturday,23:00,Single vehicle,1,No,No,No,100,Major Cities of Australia,Sunshine Coast,Sunshine Coast (R),National Or State Highway,No,No
20173222,QLD,April,2017,Monday,15:00,Multiple vehicle,2,No,No,No,100,Inner Regional Australia,Wide Bay,Fraser Coast (R),National Or State Highway,No,Yes
20173008,QLD,March,2017,Monday,01:00,Multiple vehicle,1,No,No,No,100,Inner Regional Australia,Ipswich,Scenic Rim (R),National Or State Highway,No,No
20173050,QLD,March,2017,Thursday,15:00,Multiple vehicle,1,No,No,Yes,80,Inner Regional Australia,Wide Bay,Bundaberg (R),Sub-Arterial Road,No,No
20173052,QLD,March,2017,Monday,21:00,Multiple vehicle,1,No,No,Yes,100,Outer Regional Australia,Townsville,Burdekin (S),National Or State Highway,No,No
20173070,QLD,March,2017,Saturday,10:00,Pedestrian,1,No,No,No,50,Inner Regional Australia,Wide Bay,Fraser Coast (R),Local Road,No,No
20173071,QLD,March,2017,Friday,15:00,Multiple vehicle,1,No,No,No,100,Inner Regional Australia,Wide Bay,Gympie (R),National Or State Highway,No,No
20173081,QLD,March,2017,Thursday,09:00,Multiple vehicle,1,Yes,No,No,60,Major Cities of Australia,Gold Coast,Gold Coast (C),Local Road,No,No
20173083,QLD,March,2017,Saturday,01:00,Multiple vehicle,1,No,No,No,60,Major Cities of Australia,Gold Coast,Gold Coast (C),Local Road,No,No
20173118,QLD,March,2017,Sunday,05:00,Single vehicle,1,No,No,No,80,Inner Regional Australia,Gold Coast,Scenic Rim (R),Sub-Arterial Road,No,No
20173129,QLD,March,2017,Monday,10:00,Single vehicle,1,No,No,No,60,Outer Regional Australia,Moreton Bay - North,Somerset (R),Sub-Arterial Road,No,No
20173160,QLD,March,2017,Saturday,00:00,Multiple vehicle,1,No,No,No,70,Major Cities of Australia,Logan - Beaudesert,Logan (C),Sub-Arterial Road,No,No
20173164,QLD,March,2017,Friday,12:00,Multiple vehicle,1,No,Yes,No,80,Outer Regional Australia,Cairns,Cairns (R),National Or State Highway,No,No
20173178,QLD,March,2017,Sunday,23:00,Single vehicle,1,No,No,No,70,Major Cities of Australia,Gold Coast,Gold Coast (C),Sub-Arterial Road,No,No
20173196,QLD,March,2017,Monday,08:00,Multiple vehicle,1,No,No,No,100,Outer Regional Australia,Mackay - Isaac - Whitsunday,Whitsunday (R),Sub-Arterial Road,No,No
20173214,QLD,March,2017,Wednesday,09:00,Single vehicle,1,No,No,No,100,Inner Regional Australia,Wide Bay,Gympie (R),Sub-Arterial Road,No,No
20173004,QLD,February,2017,Friday,18:00,Single vehicle,1,No,No,No,110,Major Cities of Australia,Sunshine Coast,Sunshine Coast (R),National Or State Highway,No,No
20173006,QLD,February,2017,Tuesday,17:00,Multiple vehicle,1,No,No,No,100,Inner Regional Australia,Ipswich,Somerset (R),Local Road,No,No
20173015,QLD,February,2017,Saturday,03:00,Single vehicle,2,No,No,No,60,Major Cities of Australia,Moreton Bay - North,Moreton Bay (R),Collector Road,No,No
20173016,QLD,February,2017,Wednesday,15:00,Multiple vehicle,1,No,No,No,100,Major Cities of Australia,Sunshine Coast,Noosa (S),Sub-Arterial Road,No,No
20173037,QLD,February,2017,Sunday,10:00,Single vehicle,1,No,No,No,80,Outer Regional Australia,Cairns,Tablelands (R),Local Road,No,No
20173043,QLD,February,2017,Saturday,07:00,Single vehicle,1,No,No,No,110,Remote Australia,Townsville,Charters Towers (R),National Or State Highway,No,No
20173047,QLD,February,2017,Sunday,03:00,Single vehicle,1,No,No,No,60,Outer Regional Australia,Townsville,Burdekin (S),Local Road,No,No
20173053,QLD,February,2017,Thursday,15:00,Single vehicle,1,No,No,No,100,Very Remote Australia,Queensland - Outback,Barcaldine (R),National Or State Highway,No,No
20173074,QLD,February,2017,Wednesday,15:00,Multiple vehicle,1,No,No,Yes,100,Inner Regional Australia,Logan - Beaudesert,Logan (C),Sub-Arterial Road,No,No
20173087,QLD,February,2017,Saturday,17:00,Single vehicle,1,No,No,No,70,Major Cities of Australia,Brisbane - South,Brisbane (C),Sub-Arterial Road,No,No
20173108,QLD,February,2017,Sunday,19:00,Pedestrian,1,No,No,No,60,Inner Regional Australia,Darling Downs - Maranoa,Southern Downs (R),Local Road,No,No
20173142,QLD,February,2017,Tuesday,16:00,Multiple vehicle,1,Yes,No,No,80,Major Cities of Australia,Brisbane - East,Redland (C),Local Road,No,No
20173175,QLD,February,2017,Friday,19:00,Multiple vehicle,1,No,No,No,80,Major Cities of Australia,Gold Coast,Gold Coast (C),Sub-Arterial Road,No,No
20173184,QLD,February,2017,Monday,11:00,Multiple vehicle,1,No,No,No,60,Inner Regional Australia,Toowoomba,Toowoomba (R),Collector Road,No,No
20173221,QLD,February,2017,Friday,22:00,Pedestrian,1,Yes,No,No,50,Major Cities of Australia,Gold Coast,Gold Coast (C),Local Road,No,No
20173224,QLD,February,2017,Friday,05:00,Multiple vehicle,1,No,No,No,60,Major Cities of Australia,Brisbane - West,Brisbane (C),Sub-Arterial Road,No,No
20173228,QLD,February,2017,Thursday,22:00,Single vehicle,1,No,No,Yes,80,Outer Regional Australia,Central Queensland,Gladstone (R),Sub-Arterial Road,No,No
20173011,QLD,January,2017,Friday,18:00,Single vehicle,1,No,No,No,80,Inner Regional Australia,Wide Bay,South Burnett (R),Local Road,No,No
20173030,QLD,January,2017,Thursday,00:00,Single vehicle,1,No,No,No,80,Inner Regional Australia,Sunshine Coast,Sunshine Coast (R),Sub-Arterial Road,No,No
20173031,QLD,January,2017,Friday,22:00,Single vehicle,1,No,No,No,80,Major Cities of Australia,Gold Coast,Gold Coast (C),Local Road,No,No
20173048,QLD,January,2017,Saturday,11:00,Single vehicle,1,No,No,No,80,Inner Regional Australia,Gold Coast,Gold Coast (C),Sub-Arterial Road,No,No
20173063,QLD,January,2017,Sunday,00:00,Pedestrian,1,No,No,No,50,Outer Regional Australia,Cairns,Cairns (R),Local Road,Yes,No
20173079,QLD,January,2017,Saturday,14:00,Multiple vehicle,2,No,No,No,90,Major Cities of Australia,Logan - Beaudesert,Logan (C),National Or State Highway,No,No
20173091,QLD,January,2017,Wednesday,19:00,Multiple vehicle,1,No,No,No,100,Inner Regional Australia,Wide Bay,Bundaberg (R),Sub-Arterial Road,No,No
20173093,QLD,January,2017,Monday,03:00,Pedestrian,1,No,No,No,100,Major Cities of Australia,Moreton Bay - North,Moreton Bay (R),National Or State Highway,Yes,No
20173096,QLD,January,2017,Tuesday,12:00,Multiple vehicle,1,No,No,Yes,100,Outer Regional Australia,Townsville,Townsville (C),National Or State Highway,No,No
20173098,QLD,January,2017,Friday,01:00,Single vehicle,1,No,No,No,100,Inner Regional Australia,Wide Bay,South Burnett (R),Undetermined,No,No
20173139,QLD,January,2017,Monday,18:00,Single vehicle,1,No,No,No,70,Inner Regional Australia,Wide Bay,Fraser Coast (R),Local Road,No,No
20173143,QLD,January,2017,Tuesday,12:00,Pedestrian,1,Yes,No,No,50,Remote Australia,Townsville,Palm Island (S),Local Road,No,No
20173148,QLD,January,2017,Tuesday,22:00,Single vehicle,1,No,No,No,50,Major Cities of Australia,Logan - Beaudesert,Logan (C),Local Road,No,No
20173155,QLD,January,2017,Thursday,15:00,Multiple vehicle,1,No,No,No,60,Major Cities of Australia,Brisbane Inner City,Brisbane (C),Local Road,No,No
20173158,QLD,January,2017,Sunday,09:00,Single vehicle,1,No,No,No,80,Outer Regional Australia,Central Queensland,Livingstone (S),Access Road,No,No
20173162,QLD,January,2017,Friday,19:00,Multiple vehicle,1,No,No,No,50,Major Cities of Australia,Sunshine Coast,Sunshine Coast (R),Local Road,No,No
20173174,QLD,January,2017,Tuesday,16:00,Multiple vehicle,1,No,No,No,100,Outer Regional Australia,Mackay - Isaac - Whitsunday,Whitsunday (R),Sub-Arterial Road,Yes,No
20173177,QLD,January,2017,Saturday,06:00,Multiple vehicle,1,No,No,No,100,Outer Regional Australia,Mackay - Isaac - Whitsunday,Mackay (R),National Or State Highway,No,No
20173191,QLD,January,2017,Monday,17:00,Multiple vehicle,1,No,No,No,80,Major Cities of Australia,Logan - Beaudesert,Logan (C),Sub-Arterial Road,No,No
20173203,QLD,January,2017,Tuesday,12:00,Pedestrian,1,No,Yes,Yes,100,Major Cities of Australia,Brisbane - South,Brisbane (C),National Or State Highway,No,No
20173206,QLD,January,2017,Friday,22:00,Single vehicle,1,No,No,No,50,Outer Regional Australia,Wide Bay,Fraser Coast (R),Local Road,No,No
20173223,QLD,January,2017,Tuesday,03:00,Multiple vehicle,1,No,No,No,100,Outer Regional Australia,Mackay - Isaac - Whitsunday,Mackay (R),National Or State Highway,No,No
20174011,SA,December,2017,Friday,05:30,Single vehicle,1,No,No,No,110,Inner Regional Australia,South Australia - South East,The Coorong (DC),Arterial Road,No,No
20174029,SA,December,2017,Monday,21:42,Pedestrian,1,No,No,No,60,Major Cities of Australia,Adelaide - West,West Torrens (C),Arterial Road,No,No
20174044,SA,December,2017,Thursday,17:40,Single vehicle,1,No,No,No,80,Major Cities of Australia,Adelaide - North,Barossa (DC),Collector Road,No,No
20174048,SA,December,2017,Saturday,21:00,Multiple vehicle,1,No,No,No,60,Major Cities of Australia,Adelaide - West,West Torrens (C),Arterial Road,Yes,No
20174054,SA,December,2017,Thursday,20:40,Single vehicle,1,No,No,No,50,Major Cities of Australia,Adelaide - South,Marion (C),Local Road,Yes,No
20174063,SA,December,2017,Thursday,20:40,Single vehicle,1,No,No,No,50,Major Cities of Australia,Adelaide - West,Port Adelaide Enfield (C),Sub-Arterial Road,No,No
20174070,SA,December,2017,Wednesday,12:25,Multiple vehicle,1,No,No,No,110,Outer Regional Australia,South Australia - South East,The Coorong (DC),National Or State Highway,Yes,No
20174073,SA,December,2017,Monday,06:45,Multiple vehicle,1,No,No,No,60,Inner Regional Australia,Adelaide - South,Onkaparinga (C),Sub-Arterial Road,No,No
20174089,SA,December,2017,Saturday,18:20,Pedestrian,1,No,No,No,50,Inner Regional Australia,Barossa - Yorke - Mid North,Barossa (DC),Local Road,No,No
20174003,SA,November,2017,Sunday,16:30,Single vehicle,1,No,No,No,100,Very Remote Australia,South Australia - Outback,Unincorporated SA,Sub-Arterial Road,No,No
20174018,SA,November,2017,Saturday,11:28,Multiple vehicle,1,No,No,No,80,Inner Regional Australia,Adelaide - Central and Hills,Adelaide Hills (DC),Arterial Road,No,No
20174022,SA,November,2017,Wednesday,18:20,Pedestrian,1,No,No,No,30,Major Cities of Australia,Adelaide - Central and Hills,Adelaide (C),Sub-Arterial Road,No,No
20174028,SA,November,2017,Tuesday,12:08,Pedestrian,1,No,Yes,No,60,Major Cities of Australia,Adelaide - South,Holdfast Bay (C),Arterial Road,No,No
20174045,SA,November,2017,Wednesday,01:00,Single vehicle,1,No,No,No,110,Very Remote Australia,South Australia - Outback,Streaky Bay (DC),Arterial Road,No,No
20174055,SA,November,2017,Monday,06:33,Single vehicle,1,No,No,No,100,Inner Regional Australia,South Australia - South East,Alexandrina (DC),Arterial Road,No,No
20174057,SA,November,2017,Wednesday,23:20,Multiple vehicle,1,No,No,Yes,110,Inner Regional Australia,Barossa - Yorke - Mid North,Mallala (DC),National Or State Highway,No,No
20174072,SA,November,2017,Wednesday,22:50,Pedestrian,1,No,No,No,60,Major Cities of Australia,Adelaide - West,West Torrens (C),Arterial Road,No,No
20174074,SA,November,2017,Monday,16:40,Multiple vehicle,3,No,No,No,100,Outer Regional Australia,Barossa - Yorke - Mid North,Yorke Peninsula (DC),Collector Road,No,No
20174008,SA,October,2017,Sunday,07:40,Multiple vehicle,1,No,No,No,50,Major Cities of Australia,Adelaide - North,Salisbury (C),Sub-Arterial Road,No,No
20174017,SA,October,2017,Monday,18:40,Single vehicle,1,No,No,No,100,Outer Regional Australia,South Australia - South East,Grant (DC),Sub-Arterial Road,No,No
20174040,SA,October,2017,Thursday,11:53,Pedestrian,1,No,No,No,60,Major Cities of Australia,Adelaide - Central and Hills,Burnside (C),Sub-Arterial Road,No,No
20174056,SA,October,2017,Tuesday,12:04,Single vehicle,1,No,No,No,110,Inner Regional Australia,South Australia - South East,The Coorong (DC),National Or State Highway,No,No
20174069,SA,October,2017,Friday,04:51,Single vehicle,1,No,No,No,60,Major Cities of Australia,Adelaide - South,Onkaparinga (C),Sub-Arterial Road,No,No
20174071,SA,October,2017,Sunday,21:20,Pedestrian,1,No,No,No,60,Major Cities of Australia,Adelaide - Central and Hills,Prospect (C),Arterial Road,No,No
20174075,SA,October,2017,Sunday,19:17,Multiple vehicle,2,No,No,No,90,Major Cities of Australia,Adelaide - North,Salisbury (C),Local Road,No,No
20174087,SA,October,2017,Thursday,08:25,Multiple vehicle,1,No,Yes,No,60,Major Cities of Australia,Adelaide - Central and Hills,Norwood Payneham St Peters (C),Sub-Arterial Road,No,No
20174010,SA,September,2017,Saturday,17:30,Multiple vehicle,1,No,No,No,80,Major Cities of Australia,Adelaide - North,Playford (C),Sub-Arterial Road,No,No
20174020,SA,September,2017,Tuesday,13:27,Multiple vehicle,1,No,No,No,110,Inner Regional Australia,South Australia - South East,Murray Bridge (RC),National Or State Highway,No,No
20174026,SA,September,2017,Monday,00:25,Single vehicle,1,No,No,No,110,Inner Regional Australia,Adelaide - North,Playford (C),National Or State Highway,No,No
20174037,SA,September,2017,Friday,17:30,Multiple vehicle,1,No,No,No,60,Major Cities of Australia,Adelaide - West,West Torrens (C),Sub-Arterial Road,No,No
20174051,SA,September,2017,Thursday,23:20,Single vehicle,1,No,No,No,40,Outer Regional Australia,South Australia - South East,Loxton Waikerie (DC),Access Road,No,No
20174059,SA,September,2017,Wednesday,07:40,Single vehicle,1,No,No,No,100,Inner Regional Australia,Barossa - Yorke - Mid North,Barossa (DC),Arterial Road,No,No
20174002,SA,August,2017,Wednesday,14:50,Multiple vehicle,1,No,No,No,60,Major Cities of Australia,Adelaide - North,Salisbury (C),Collector Road,No,No
20174004,SA,August,2017,Wednesday,13:20,Single vehicle,1,No,No,No,60,Major Cities of Australia,Adelaide - North,Tea Tree Gully (C),Sub-Arterial Road,No,No
20174034,SA,August,2017,Thursday,18:55,Multiple vehicle,1,No,No,No,10,Major Cities of Australia,Adelaide - West,Charles Sturt (C),Collector Road,No,No
20174035,SA,August,2017,Monday,19:46,Multiple vehicle,1,No,No,No,60,Major Cities of Australia,Adelaide - Central and Hills,Burnside (C),Arterial Road,No,No
20174046,SA,August,2017,Saturday,04:10,Single vehicle,2,No,No,No,100,Inner Regional Australia,South Australia - South East,Alexandrina (DC),Collector Road,No,No
20174052,SA,August,2017,Sunday,15:30,Multiple vehicle,1,No,No,No,50,Major Cities of Australia,Adelaide - North,Playford (C),Local Road,No,No
20174058,SA,August,2017,Sunday,13:05,Single vehicle,1,No,No,No,80,Inner Regional Australia,Adelaide - South,Onkaparinga (C),Sub-Arterial Road,No,No
20174065,SA,August,2017,Tuesday,19:10,Multiple vehicle,1,No,No,No,90,Major Cities of Australia,Adelaide - West,Port Adelaide Enfield (C),National Or State Highway,No,No
20174067,SA,August,2017,Sunday,06:30,Multiple vehicle,1,No,No,No,80,Major Cities of Australia,Adelaide - North,Salisbury (C),Arterial Road,No,No
20174076,SA,August,2017,Tuesday,10:50,Single vehicle,1,No,No,No,110,Outer Regional Australia,South Australia - South East,Wattle Range (DC),Collector Road,No,No
20174079,SA,August,2017,Monday,17:00,Multiple vehicle,1,No,No,No,80,Major Cities of Australia,Adelaide - North,Salisbury (C),National Or State Highway,No,No
20174085,SA,August,2017,Tuesday,18:45,Single vehicle,1,No,No,No,100,Inner Regional Australia,South Australia - South East,Yankalilla (DC),Arterial Road,No,No
20174091,SA,August,2017,Sunday,15:10,Single vehicle,1,No,No,No,80,Inner Regional Australia,Adelaide - Central and Hills,Mount Barker (DC),Sub-Arterial Road,No,No
20174093,SA,August,2017,Friday,15:30,Multiple vehicle,1,No,No,No,60,Major Cities of Australia,Adelaide - North,Playford (C),Sub-Arterial Road,No,No
20174009,SA,July,2017,Tuesday,19:10,Pedestrian,1,No,No,No,50,Major Cities of Australia,Adelaide - South,Holdfast Bay (C),Collector Road,No,No
20174030,SA,July,2017,Sunday,13:48,Single vehicle,1,No,No,No,100,Inner Regional Australia,Barossa - Yorke - Mid North,Barossa (DC),Arterial Road,No,No
20174031,SA,July,2017,Friday,23:20,Single vehicle,1,No,No,No,50,Inner Regional Australia,Barossa - Yorke - Mid North,Light (RegC),Local Road,No,No
20174033,SA,July,2017,Monday,12:08,Multiple vehicle,1,No,No,No,110,Inner Regional Australia,Barossa - Yorke - Mid North,Mallala (DC),National Or State Highway,No,No
20174050,SA,July,2017,Friday,11:20,Pedestrian,1,No,Yes,No,50,Major Cities of Australia,Adelaide - North,Gawler (T),Local Road,No,No
20174060,SA,July,2017,Sunday,01:45,Single vehicle,1,No,No,No,100,Inner Regional Australia,Adelaide - Central and Hills,Adelaide Hills (DC),Collector Road,No,No
20174061,SA,July,2017,Saturday,04:00,Pedestrian,1,No,No,Yes,50,Major Cities of Australia,Adelaide - North,Salisbury (C),Local Road,No,No
20174066,SA,July,2017,Wednesday,13:45,Multiple vehicle,1,No,No,Yes,80,Inner Regional Australia,South Australia - South East,Murray Bridge (RC),National Or State Highway,No,No
20174078,SA,July,2017,Friday,03:45,Single vehicle,1,No,Yes,No,50,Inner Regional Australia,Barossa - Yorke - Mid North,Barossa (DC),Arterial Road,No,No
20174081,SA,July,2017,Tuesday,08:40,Pedestrian,1,No,No,No,60,Major Cities of Australia,Adelaide - West,West Torrens (C),National Or State Highway,No,No
20174083,SA,July,2017,Thursday,14:32,Multiple vehicle,1,No,No,No,80,Inner Regional Australia,Adelaide - Central and Hills,Adelaide Hills (DC),Arterial Road,No,No
